,Date,Incident
4,"Daily Service Report for Wednesday, January 29, 2014","
7:32 a.m. A Grosvenor-bound Red Line train at Fort Totten was offloaded due to a brake problem. Passengers experienced a 4-minute delay.    "
5,"Daily Service Report for Wednesday, January 29, 2014","
7:37 a.m. A Vienna-bound Orange Line train at Rosslyn was offloaded due to a brake problem. Passengers experienced a 17-minute delay.    "
6,"Daily Service Report for Wednesday, January 29, 2014","
8:01 a.m. A Shady Grove-bound Red Line train at Cleveland Park was expressed for schedule adherence/improved train spacing.    "
7,"Daily Service Report for Wednesday, January 29, 2014","
8:09 a.m. A Greenbelt-bound Green Line train at Columbia Heights was offloaded due to a brake problem. Several trains were single tracked around the incident train. Passengers experienced a 22-minute delay.    "
8,"Daily Service Report for Wednesday, January 29, 2014","
8:11 a.m. A Shady Grove-bound Red Line train at Medical Center was expressed for schedule adherence/improved train spacing.    "
9,"Daily Service Report for Wednesday, January 29, 2014","
8:46 a.m. A Silver Spring-bound Red Line train at Friendship Heights was offloaded due to an equipment problem. Passengers experienced a 3-minute delay.    "
10,"Daily Service Report for Wednesday, January 29, 2014","
9:03 a.m. A Branch Avenue-bound Green Line train at West Hyattsville was offloaded due to a brake problem. Several trains were single tracked around the incident train and several trains were offloaded and turned back for schedule adherence/improved train spacing. Passengers experienced delays up to 45 minutes.    "
11,"Daily Service Report for Wednesday, January 29, 2014","
12:21 p.m. A Glenmont-bound Red Line train at Cleveland Park was offloaded due to a brake problem. Several trains were single tracked around the incident train. Passengers experienced delays up to 25 minutes    "
12,"Daily Service Report for Wednesday, January 29, 2014","
12:30 p.m. A Fort Totten-bound Yellow Line train at Eisenhower Avenue was offloaded due to a brake problem. Passengers experienced a 12-minute delay.    "
13,"Daily Service Report for Wednesday, January 29, 2014","
3:52 p.m. A Glenmont-bound Red Line train at Bethesda was offloaded due to a brake problem. Passengers experienced a 4-minute delay.    "
14,"Daily Service Report for Wednesday, January 29, 2014","
4:23 p.m. A Greenbelt-bound Green Line train at Waterfront was expressed for schedule adherence/improved train spacing.    "
15,"Daily Service Report for Wednesday, January 29, 2014","
4:33 p.m. A Grosvenor-bound Red Line train at Takoma was expressed for schedule adherence/improved train spacing.    "
16,"Daily Service Report for Wednesday, January 29, 2014","
5:02 p.m. A Branch Avenue-bound Green Line train at Suitland was expressed for schedule adherence/improved train spacing.    "
17,"Daily Service Report for Wednesday, January 29, 2014","
5:16 p.m. A Vienna-bound Orange Line train at Morgan Blvd. was offloaded due to a brake problem. Passengers experienced an 11-minute delay.    "
18,"Daily Service Report for Wednesday, January 29, 2014","
5:21 p.m. A Greenbelt-bound Green Line train at College Park was expressed for schedule adherence/improved train spacing.    "
19,"Daily Service Report for Wednesday, January 29, 2014","
5:55 p.m. A Branch Avenue-bound Green Line train at Suitland was expressed for schedule adherence/improved train spacing.    "
20,"Daily Service Report for Wednesday, January 29, 2014","
5:58 p.m. A Franconia-Springfield-bound Yellow Line train at Columbia Heights was offloaded due to an equipment problem. Passengers experienced an 8-minute delay.    "
21,"Daily Service Report for Wednesday, January 29, 2014","
6:05 p.m. A Branch Avenue-bound Green Line train at Columbia Heights was rerouted to Franconia-Springfield for schedule adherence/improved train spacing.    "
22,"Daily Service Report for Wednesday, January 29, 2014","
6:28 p.m. A Silver Spring-bound Red Line train at NoMa-Gallaudet was offloaded due to an equipment problem. Passengers experienced a 4-minute delay.    "
23,"Daily Service Report for Wednesday, January 29, 2014","
8:09 p.m. A Greenbelt-bound Green Line train at Columbia Heights was delayed 5 minutes due to an equipment problem.    "
24,"Daily Service Report for Wednesday, January 29, 2014","
8:45 p.m. A Fort Totten-bound Yellow Line train at Eisenhower Avenue was offloaded due to an equipment problem. Passengers experienced an 11-minute delay.    "
25,"Daily Service Report for Wednesday, January 29, 2014","
10:42 p.m. A Shady Grove-bound Red Line train at Forest Glen was offloaded to recover a disabled non-revenue train. Several trains were single tracked around the incident train. Passengers experienced delays up to 20 minutes.    "
26,"Daily Service Report for Wednesday, January 29, 2014","
"
27,"Daily Service Report for Wednesday, January 29, 2014",
28,"Daily Service Report for Wednesday, January 29, 2014","Report Archives

"
0,"Daily Service Report for Tuesday, January 28, 2014",5:30 a.m. A New Carrollton-bound Orange Line train at Stadium-Armory was delayed 20 minutes due to late clearing track equipment.    
1,"Daily Service Report for Tuesday, January 28, 2014","
5:58 a.m. A New Carrollton-bound Orange Line train at Minnesota Avenue was offloaded due to a brake problem. Passengers experienced a 30 minute delay.    "
2,"Daily Service Report for Tuesday, January 28, 2014","
6:08 a.m. A Mt. Vernon Square-bound Yellow Line train at Huntington did not operate, resulting in a 6-minute gap in service.    "
3,"Daily Service Report for Tuesday, January 28, 2014","
6:58 a.m. A Vienna-bound Orange Line train at East Falls Church was offloaded due to a brake problem. Passengers experienced a 7-minute delay.    "
4,"Daily Service Report for Tuesday, January 28, 2014","
7:36 a.m. A Vienna-bound Orange Line train at Ballston was offloaded due to a brake problem. Passengers experienced a 6-minute delay.    "
5,"Daily Service Report for Tuesday, January 28, 2014","
7:41 a.m. A Largo Town Center-bound Orange Line train at Capitol South was offloaded due to a brake problem. Passengers experienced a 5-minute delay.    "
6,"Daily Service Report for Tuesday, January 28, 2014","
7:51 a.m. A Mt. Vernon Square-bound Yellow Line train at Braddock Road was offloaded due to an equipment problem. Passengers experienced a 6-minute delay.    "
7,"Daily Service Report for Tuesday, January 28, 2014","
8:30 a.m. A Grosvenor-bound Red Line train at NoMa-Gallaudet was delayed 5 minutes due to a door problem.    "
8,"Daily Service Report for Tuesday, January 28, 2014","
8:54 a.m. A Mt. Vernon Square-bound Yellow Line train at Huntington was delayed 16 minutes due to an operational problem.    "
9,"Daily Service Report for Tuesday, January 28, 2014","
12:55 p.m. A Vienna-bound Orange Line train at Metro Center was delayed 4 minutes due to a door problem.    "
10,"Daily Service Report for Tuesday, January 28, 2014","
1:26 p.m. A Glenmont-bound Red Line train at Gallery Place was delayed 4 minutes due to a door problem.    "
11,"Daily Service Report for Tuesday, January 28, 2014","
2:12 p.m. A Glenmont-bound Red Line train at Union Station was delayed 6 minutes due to a track problem.    "
12,"Daily Service Report for Tuesday, January 28, 2014","
2:50 p.m. A Glenmont-bound Red Line train at Twinbrook was offloaded due to a brake problem. Several trains were single tracked around the incident train and several trains were offloaded and turned back for schedule adherence/improved train spacing. Passengers experienced delays up to 30 minutes.    "
13,"Daily Service Report for Tuesday, January 28, 2014","
3:02 p.m. A New Carrollton-bound Orange Line train at Federal Center SW was offloaded due to a brake problem. Passengers experienced a 17-minute delay.    "
14,"Daily Service Report for Tuesday, January 28, 2014","
3:33 p.m. A Largo Town Center-bound Blue Line train at Pentagon was offloaded due to a door problem. Passengers experienced a 12-minute delay.    "
15,"Daily Service Report for Tuesday, January 28, 2014","
3:35 p.m. A Largo Town Center-bound Blue Line train at Capitol did not service the station due to an operational problem.  Passengers experienced a 6-minute delay.    "
16,"Daily Service Report for Tuesday, January 28, 2014","
4:03 p.m. A Franconia-Springfield-bound Blue Line train at Addison Road was offloaded due to a brake problem. Passengers experienced a 6-minute delay.    "
17,"Daily Service Report for Tuesday, January 28, 2014","
5:22 p.m. A Greenbelt-bound Green Line train at Prince George's Plaza was offloaded due to a door problem. Passengers experienced a 6-minute delay.    "
18,"Daily Service Report for Tuesday, January 28, 2014","
5:34 p.m. A Grosvenor-bound Red Line train at Bethesda was expressed for schedule adherence/improved train spacing.    "
19,"Daily Service Report for Tuesday, January 28, 2014","
5:47 p.m. A Largo Town Center-bound Blue Line train at Potomac Avenue was offloaded due to an equipment problem. Passengers experienced a 5-minute delay.    "
20,"Daily Service Report for Tuesday, January 28, 2014","
10:32 p.m. A Glenmont-bound Red Line train at Woodley Park was offloaded due to an equipment problem. Passengers experienced a 14-minute delay.     "
21,"Daily Service Report for Tuesday, January 28, 2014","
11:50 p.m. A Glenmont-bound Red Line train at Dupont Circle was offloaded due to an equipment problem. Passengers experienced a 13-minute delay.    "
22,"Daily Service Report for Tuesday, January 28, 2014","
"
23,"Daily Service Report for Tuesday, January 28, 2014",
24,"Daily Service Report for Tuesday, January 28, 2014","Report Archives

"
0,"Daily Service Report for Monday, January 27, 2014","Monday January 27, 2014    "
1,"Daily Service Report for Monday, January 27, 2014","
5:36 a.m. A Glenmont-bound Red Line train at Van Ness was delayed 9 minutes due to late clearing track equipment.     "
2,"Daily Service Report for Monday, January 27, 2014","
6:47 a.m. A Franconia-Springfield-bound Yellow Line train at Van Dorn Street was delayed 5 minutes due to a signal problem.    "
3,"Daily Service Report for Monday, January 27, 2014","
8:08 a.m. A New Carrollton-bound Orange Line train at Vienna did not operate, resulting in a 6-minute gap in service.    "
4,"Daily Service Report for Monday, January 27, 2014","
8:13 a.m. A Largo Town Center-bound Blue Line train at Rosslyn was offloaded due to a brake problem. Passengers experienced a 6-minute delay.    "
5,"Daily Service Report for Monday, January 27, 2014","
9:55 a.m. A Grosvenor-bound Red Line train at Union Station was offloaded due to an equipment problem. Passengers experienced a 6-minute delay.    "
6,"Daily Service Report for Monday, January 27, 2014","
10:56 a.m. A Shady Grove-bound Red Line train at Gallery Place was offloaded due to a brake problem. Passengers experienced a 20-minute delay.    "
7,"Daily Service Report for Monday, January 27, 2014","
12:58 p.m. A Huntington-bound Yellow Line train at Fort Totten was offloaded due to a brake problem. Passengers experienced a 12-minute delay.    "
8,"Daily Service Report for Monday, January 27, 2014","
1:09 p.m. A Shady Grove-bound Red Line train at Rhode Island Avenue was delayed due to a report of a cracked rail. Red Line trains single tracked between Rhode Island Avenue and NoMa-Gallaudet until approximately 1:35. Passengers experienced delays up to 15 minutes.    "
9,"Daily Service Report for Monday, January 27, 2014","
1:44 p.m. A Vienna-bound Orange Line train at Potomac Avenue was delayed 5 minutes due to police activity.    "
10,"Daily Service Report for Monday, January 27, 2014","
3:50 p.m. A Vienna-bound Orange Line train at Court House was offloaded due to an equipment problem. Passengers experienced a 7-minute delay.    "
